dataset_id,RMSE,MAE,Max Abs Error,R^2
18840905,1.432186484336853,0.4954105019569397,8.756209373474121,0.726940929889679
18870704,1.727897047996521,0.5572197437286377,11.69408893585205,0.8756716251373291
18931102,3.0865533351898193,0.8630986213684082,29.147048950195312,0.17393547296524048
18960629,1.464110255241394,0.5537799000740051,5.743104934692383,0.8032705187797546
18990407,4.2037529945373535,1.2260797023773193,39.442588806152344,0.5992262363433838
19030303,3.275808095932007,1.1932591199874878,26.199243545532227,0.5569332242012024
19030524,2.371082305908203,0.8248184323310852,16.743896484375,0.684809684753418
19041114,3.257014513015747,1.1274954080581665,25.046911239624023,0.6182576417922974
19080304,3.169650077819824,1.111703634262085,26.501192092895508,0.7792255878448486
19100728,2.0870413780212402,0.6613482236862183,14.424159049987793,0.7254939675331116
19111201,4.026069164276123,1.359179139137268,29.324989318847656,0.4142944812774658
19121101,3.925421953201294,1.2617745399475098,25.058927536010742,0.5482454299926758
19141003,2.3364429473876953,0.7547500729560852,16.96685028076172,0.7603955268859863
19151205,4.764791488647461,1.5789092779159546,30.838359832763672,0.8402634859085083
19180123,5.423685073852539,1.6756380796432495,36.81627655029297,0.6352009177207947
19180528,3.2019736766815186,1.1337741613388062,19.788524627685547,0.38530856370925903
19210209,3.636972427368164,1.1397292613983154,36.265525817871094,0.6660014986991882
19220612,2.1385433673858643,0.7475977540016174,13.832684516906738,0.72111576795578
19230301,3.6030848026275635,1.169952630996704,38.164791107177734,0.8611622452735901
19240731,1.988114356994629,0.6680607795715332,11.12928581237793,0.6654688119888306
19241012,2.3427319526672363,0.82634437084198,13.096625328063965,0.742377519607544
19260826,3.725865602493286,1.5287317037582397,22.579809188842773,0.49903297424316406
19270210,3.928039789199829,1.5267736911773682,31.69826889038086,0.7083368301391602
19270527,5.460675239562988,1.8460884094238281,64.59730529785156,0.3503217101097107
19271105,3.420745611190796,1.2541825771331787,23.046327590942383,0.7651354670524597
19280804,2.4747679233551025,1.0593152046203613,14.492630958557129,0.7035988569259644
19300320,2.691993236541748,1.374618649482727,15.659623146057129,0.708284854888916
19300829,3.5446364879608154,1.3713514804840088,25.040714263916016,0.5457736253738403
19310217,5.604742527008057,1.7004249095916748,45.88361358642578,0.5735236406326294
19310430,2.8166871070861816,1.23444402217865,15.936453819274902,0.6249961853027344
19321230,4.3136396408081055,1.7726143598556519,33.509979248046875,0.7069717645645142
19341031,3.7067573070526123,1.3893699645996094,26.506391525268555,0.5414519309997559
19361118,7.138233184814453,2.8898634910583496,47.32958984375,0.4204373359680176
19370816,3.205003261566162,1.5468283891677856,17.956064224243164,0.47451573610305786
19420528,2.38016414642334,1.1478993892669678,14.7300443649292,0.7619555592536926
19420708,6.6187286376953125,2.107942819595337,116.89341735839844,0.19018089771270752
19420730,3.3309743404388428,1.535038709640503,17.54033851623535,0.44875049591064453
19421130,4.962120056152344,2.3330025672912598,28.59562873840332,0.5393446683883667
19430529,3.318185567855835,1.6126385927200317,18.63640594482422,0.6158051490783691
19440815,3.716174602508545,1.744364619255066,39.37853240966797,0.5369296073913574
19460325,5.058432102203369,2.5964322090148926,26.610206604003906,0.6212357878684998
19490718,3.089008331298828,1.4244240522384644,22.73421287536621,0.481605589389801
19490928,3.262516736984253,1.5672731399536133,22.70794677734375,0.6058385372161865
19491109,5.5561137199401855,2.30128812789917,44.23493957519531,0.5579298734664917
19500802,2.637977123260498,1.3287854194641113,21.490354537963867,0.33095502853393555
19510412,3.682689666748047,1.7726247310638428,27.98198890686035,0.3931587338447571
19530527,3.2284774780273438,1.542953610420227,25.911378860473633,0.5050603151321411
